full_item,stage1_code,stage1_name,stage2_code,stage2_name,stage1_label,stage2_label
Vendor submittal: roofing insulation tapered cricket system. System includes 20-year NDL (No Dollar Limit) manufacturer warranty. per NRCA roofing guidelines.,07,Thermal and Moisture Protection,07 50 00,Membrane Roofing,Category 07 - Thermal and Moisture Protection,07 50 00 Membrane Roofing
Request for approval: back-painted decorative glass panels for use for canopy and skylight overhead glazing. Includes structural silicone sealant for wet glazing. per glazing contractor shop drawings.,08,Openings,08 80 00,Glazing,Category 08 - Openings,08 80 00 Glazing
Supply and install outside air louvers with bird screen for commercial kitchen ventilation system. TAB (Testing Adjusting Balancing) included in scope. per mechanical drawings and duct layout schedule.,23,HVAC,23 30 00,HVAC Air Distribution,Category 23 - HVAC,23 30 00 HVAC Air Distribution
This submittal covers the supply and installation of structural steel canopy framing for main building structural frame. All work to comply with conforming to AWS D1.1 for welded connections. High-strength bolts A325 for all connections.,05,Metals,05 10 00,Structural Metal Framing,Category 05 - Metals,05 10 00 Structural Metal Framing
Furnish and install lightweight concrete for elevated slabs as indicated on drawings and conforming to ASTM C94 ready-mixed concrete standard. Portland cement Type I/II with 3/4 inch maximum aggregate.,03,Concrete,03 30 00,Cast-in-Place Concrete,Category 03 - Concrete,03 30 00 Cast-in-Place Concrete
Material submittal for flexible insulated duct for branch connections. Duct leakage testing per SMACNA Class A seal requirement. Refer to per mechanical drawings and duct layout schedule.,23,HVAC,23 30 00,HVAC Air Distribution,Category 23 - HVAC,23 30 00 HVAC Air Distribution
"Furnish and install bar supports and chairs for rebar placement as indicated on drawings and per CRSI Manual of Standard Practice. Minimum concrete cover 3 inches for footings, 1.5 inches for slabs.",03,Concrete,03 20 00,Concrete Reinforcing,Category 03 - Concrete,03 20 00 Concrete Reinforcing
BID ITEM: supply and erection of plywood concrete formwork system including all necessary accessories and hardware. per project specification Section 03 10 00.,03,Concrete,03 10 00,Concrete Forming and Accessories,Category 03 - Concrete,03 10 00 Concrete Forming and Accessories
Material submittal for tempered safety glass panels. Glass to meet ANSI Z97.1 safety glazing requirements. Refer to per glazing contractor shop drawings.,08,Openings,08 80 00,Glazing,Category 08 - Openings,08 80 00 Glazing
"Proposal for furnishing and finishing of glass mat gypsum sheathing for exterior for tenant improvement build-out. Metal studs at 16 inches on center, bridging at mid-height.",09,Finishes,09 20 00,Plaster and Gypsum Board,Category 09 - Finishes,09 20 00 Plaster and Gypsum Board
SCOPE OF WORK DESCRIPTION: Supply and install roofing penetration flashings and pitch pockets for roof replacement over existing building. Remove existing roofing to deck and install new system complete. per NRCA roofing guidelines.,07,Thermal and Moisture Protection,07 50 00,Membrane Roofing,Category 07 - Thermal and Moisture Protection,07 50 00 Membrane Roofing
"Vendor submittal: steam-to-hot-water heat exchanger. Expansion tank, air separator and chemical feeder included. per project specification Section 23 70 00.",23,HVAC,23 70 00,Central Heating Equipment,Category 23 - HVAC,23 70 00 Central Heating Equipment
"PROJECT PROPOSAL: Provide all labor, materials and equipment for acoustic sound-rated door assemblies STC 45 for fire-rated corridor and stairwell openings. conforming to SDI (Steel Door Institute) standards. Includes all weatherstripping, thresholds and smoke seals.",08,Openings,08 10 00,Doors and Frames,Category 08 - Openings,08 10 00 Doors and Frames
Quotation for post-tensioning tendons and anchors for elevated concrete slab reinforcement. Mill certifications required for all reinforcing steel. per ACI 318-19 and project structural drawings.,03,Concrete,03 20 00,Concrete Reinforcing,Category 03 - Concrete,03 20 00 Concrete Reinforcing
Material submittal for exposed aggregate decorative concrete. Water-to-cement ratio not to exceed 0.45. Refer to conforming to ASTM C94 ready-mixed concrete standard.,03,Concrete,03 30 00,Cast-in-Place Concrete,Category 03 - Concrete,03 30 00 Cast-in-Place Concrete
VENDOR SUBMITTAL: Quotation for blown-in cellulose insulation for attic spaces for continuous insulation at building envelope. R-value verified by third-party testing per ASTM C518. conforming to local energy conservation code.,07,Thermal and Moisture Protection,07 20 00,Thermal Insulation,Category 07 - Thermal and Moisture Protection,07 20 00 Thermal Insulation
RE: Painting and Coating – Quotation for elastomeric exterior wall coating for exterior building facade and soffits. Two coats finish over one coat primer on new drywall. per paint manufacturer technical data sheets.,09,Finishes,09 90 00,Painting and Coating,Category 09 - Finishes,09 90 00 Painting and Coating
Request for approval: porcelain tile flooring 24x24 inch with thin-set mortar for use for restrooms and locker rooms. Base: 4-inch rubber or tile cove base at all walls. per manufacturer installation instructions.,09,Finishes,09 60 00,Flooring,Category 09 - Finishes,09 60 00 Flooring
supply and installation of stainless steel commercial kitchen sink triple-bowl including all necessary accessories and hardware. per plumbing fixture schedule on drawings.,22,Plumbing,22 40 00,Plumbing Fixtures,Category 22 - Plumbing,22 40 00 Plumbing Fixtures
"Provide all labor, materials and equipment for blast-resistant security window assemblies for office and classroom window openings. per AAMA/WDMA/CSA 101 performance standards. Includes all sealants, flashing and perimeter caulking.",08,Openings,08 50 00,Windows,Category 08 - Openings,08 50 00 Windows
Vendor submittal: acoustic insulation for interior partitions. Includes vapor retarder on warm side of assembly. conforming to local energy conservation code.,07,Thermal and Moisture Protection,07 20 00,Thermal Insulation,Category 07 - Thermal and Moisture Protection,07 20 00 Thermal Insulation
"PROJECT PROPOSAL: Provide all labor, materials and equipment for built-up roofing (BUR) 4-ply asphalt system for roof replacement over existing building. per FM Global and UL listed roof assembly. System includes 20-year NDL (No Dollar Limit) manufacturer warranty.",07,Thermal and Moisture Protection,07 50 00,Membrane Roofing,Category 07 - Thermal and Moisture Protection,07 50 00 Membrane Roofing
BID ITEM: Vendor submittal: post-tensioning tendons and anchors. Bar supports at maximum 4-foot spacing. in accordance with Section 03 20 00.,03,Concrete,03 20 00,Concrete Reinforcing,Category 03 - Concrete,03 20 00 Concrete Reinforcing
"Proposal for furnishing and piping of hydronic baseboard fin-tube radiation heater for perimeter heating at exterior walls. Expansion tank, air separator and chemical feeder included.",23,HVAC,23 70 00,Central Heating Equipment,Category 23 - HVAC,23 70 00 Central Heating Equipment
"Provide all labor, materials and equipment for mini-split ductless air conditioning system for tenant space supplemental cooling. per project specification Section 23 60 00. Controls: BACnet compatible DDC for building automation integration.",23,HVAC,23 60 00,Central Cooling Equipment,Category 23 - HVAC,23 60 00 Central Cooling Equipment
"Provide all labor, materials and equipment for crystalline waterproofing admixture for concrete at tunnel and underground utility connections. conforming to local building code moisture protection requirements. Includes protection board and drainage composite.",07,Thermal and Moisture Protection,07 10 00,Dampproofing and Waterproofing,Category 07 - Thermal and Moisture Protection,07 10 00 Dampproofing and Waterproofing
Subject: Material Submittal – Quotation for intumescent fireproofing paint for structural steel for all interior walls and ceilings. VOC content to comply with LEED IEQ v4 requirements. per MPI (Master Painters Institute) standards.,09,Finishes,09 90 00,Painting and Coating,Category 09 - Finishes,09 90 00 Painting and Coating
Scope of work includes delivery and installation of fiber-reinforced concrete (FRC) for slab on grade for building foundations and footings. Maximum slump 4 inches without superplasticizer.,03,Concrete,03 30 00,Cast-in-Place Concrete,Category 03 - Concrete,03 30 00 Cast-in-Place Concrete
"BID ITEM: Provide all labor, materials and equipment for roofing penetration flashings and pitch pockets for green roof system over parking structure. per NRCA roofing guidelines. Membrane to be mechanically fastened or fully adhered per wind uplift.",07,Thermal and Moisture Protection,07 50 00,Membrane Roofing,Category 07 - Thermal and Moisture Protection,07 50 00 Membrane Roofing
BID ITEM: Supply and install steel angle lintels for masonry openings for loading dock steel structure. High-strength bolts A325 for all connections. per AISC 360 Specification for Structural Steel Buildings.,05,Metals,05 10 00,Structural Metal Framing,Category 05 - Metals,05 10 00 Structural Metal Framing
Furnish and install ornamental steel railing and balusters as indicated on drawings and per project specification Section 05 50 00. Steel to be shop-primed with rust-inhibitive primer.,05,Metals,05 50 00,Metal Fabrications,Category 05 - Metals,05 50 00 Metal Fabrications
Material submittal for sewage ejector pump with alarm. Manufacturer factory startup and commissioning required. Refer to per NSF/ANSI 61 for drinking water components.,22,Plumbing,22 30 00,Plumbing Equipment,Category 22 - Plumbing,22 30 00 Plumbing Equipment
Request for approval: steel HSS columns and bracing for use for mezzanine floor framing. Includes crane and rigging for steel erection. per structural engineer sealed shop drawings.,05,Metals,05 10 00,Structural Metal Framing,Category 05 - Metals,05 10 00 Structural Metal Framing
This submittal covers the furnishing and piping of hydronic baseboard fin-tube radiation heater for mechanical room boiler plant. All work to comply with per ASME Boiler and Pressure Vessel Code for boilers. Boiler efficiency exceeds ASHRAE 90.1 minimum requirement.,23,HVAC,23 70 00,Central Heating Equipment,Category 23 - HVAC,23 70 00 Central Heating Equipment
Furnish and install steel security doors with electronic hardware as indicated on drawings and per door and hardware schedule on drawings. Frames to be set and grouted plumb and square.,08,Openings,08 10 00,Doors and Frames,Category 08 - Openings,08 10 00 Doors and Frames
"VENDOR SUBMITTAL: Request for approval: automatic transfer switch (ATS) 400A for use for electrical room equipment installation. Generator includes sub-base fuel tank, muffler and weatherproof enclosure. per project specification Section 26 20 00.",26,Electrical,26 20 00,Low-Voltage Electrical Distribution,Category 26 - Electrical,26 20 00 Low-Voltage Electrical Distribution
